island	Natural_features
fashioned	Building
tools	Gizmo
cutting	Cutting
stabbing	Cause_harm
high	Position_on_a_scale
on	Locative_relation
area	Locale
remained	State_continue
popular	Desirability
early	Temporal_collocation
travelers	Travel
basic	Being_necessary
elements	Ingredients
in	Locative_relation
began	Activity_start
come	Amalgamation
early	Relative_time
already	Time_vector
late	Temporal_subregion
Age	Calendric_unit
major	Importance
changes	Undergo_change
daily	Frequency
tasks	Being_obligated
power	Leadership
changed	Undergo_change
regularly	Frequency
ages	Calendric_unit
At	Temporal_collocation
sophisticated	Stage_of_progress
evolved	Coming_to_be
in	Locative_relation
islands	Natural_features
distinctive	Distinctiveness
era	Calendric_unit
reproduced	Duplication
quantities	Quantity
find	Becoming_aware
examples	Instance
in	Locative_relation
museums	Locale_by_use
throughout	Locative_relation
one	Cardinal_numbers
earliest	Relative_time
examples	Instance
in	Locative_relation
museum	Locale_by_use
people	People
farmed	Agriculture
fished	Hunting
dawning	Temporal_subregion
Age	Calendric_unit
in	Temporal_collocation
began	Activity_start
work	Working_on
influenced	Subjective_influence
in	Locative_relation
east	Direction
importing	Import_export
continued	Activity_ongoing
trade	Exchange
local	Indigenous_origin
south	Direction
in	Locative_relation
developed	Progress
after	Relative_time
significant	Importance
age	Calendric_unit
spreading	Filling
influence	Objective_influence
region	Locale
by	Means
trade	Exchange
major	Importance
island	Natural_features
north	Direction
heavily	Degree
influenced	Objective_influence
settlements	Colonization
thrived	Thriving
magnificent	Desirability
found	Locating
at	Locative_relation
in	Locative_relation
at	Temporal_collocation
remains	Remainder
buildings	Buildings
at	Locative_relation
site	Locale
provide	Supply
ample	Sufficiency
evidence	Evidence
massive	Dimension
at	Locative_relation
destroyed	Destroying
feet	Measure_linear_extent
whole	Ranked_expectation
Massive	Dimension
other	Increment
parts	Part_whole
smashing	Cause_to_fragment
buildings	Buildings
drowning	Killing
many	Quantity
thousands	Quantity
people	People
Islands	Natural_features
influence	Objective_influence
at	Temporal_collocation
had	Possession
base	Locale_by_use
in	Locative_relation
region	Locale
acquisitive	Mental_property
race	Type
came	Arriving
conquer	Conquering
trade	Exchange
military	Military
later	Relative_time
chronicled	Recording
epic	Text
poems	Text
came	Arriving
northern	Part_orientational
conquered	Conquering
barbaric	Social_interaction_evaluation
race	Type
custody	Possession
area	Locale
brought	Causation
dark	Dimension
period	Frequency
forgotten	Remembering_information
art	Craft
disappeared	Ceasing_to_be
islands	Natural_features
northern	Part_orientational
Greek	Origin
coast	Relational_natural_features
kept	Activity_ongoing
control	Be_in_control
main	Importance
sea	Natural_features
routes	Roadways
south	Direction
area	Locale
trade	Exchange
continued	Process_continue
city-states	Political_locales
began	Activity_start
grow	Change_position_on_a_scale
influence	Objective_influence
on	Locative_relation
southern	Part_orientational
Greek	Origin
mainland	Locative_relation
became	Becoming
heralding	Omen
start	Temporal_subregion
Greek	Origin
period	Frequency
However	Concessive
country	Political_locales
city-state	Political_locales
new	Age
spread	Filling
helped	Assistance
increase	Change_position_on_a_scale
mainland	Locative_relation
new	Age
settlements	Colonization
Greek	Origin
city	Political_locales
on	Locative_relation
coast	Relational_natural_features
arts	Craft
flourished	Thriving
prowess	Expertise
admired	Judgment
in	Temporal_collocation
promote	Cause_change_of_position_on_a_scale
friendly	Social_interaction_evaluation
competition	Competition
wrote	Text_creation
epic	Text
on	Locative_relation
poetry	Text
admired	Judgment
on	Locative_relation
on	Locative_relation
islands	Natural_features
era	Calendric_unit
island	Natural_features
center	Locale_by_use
ruled	Leadership
ruled	Leadership
ruler	Leadership
undertook	Attempt
major	Importance
building	Building
projects	Project
shows	Evidence
lived	Residence
in	Locative_relation
coastal	Natural_features
towns	Political_locales
settlement	Colonization
inland	Locative_relation
rose	Change_position_on_a_scale
influence	Objective_influence
power	Leadership
in	Locative_relation
matched	Evaluative_comparison
in	Locative_relation
rise	Change_position_on_a_scale
Empire	Political_locales
power	Leadership
in	Locative_relation
overran	Invading
eastern	Part_orientational
Islands	Natural_features
In	Temporal_collocation
captured	Conquering
razed	Destroying
settlements	Colonization
on	Locative_relation
island	Natural_features
communities	Aggregate
side	Taking_sides
back	Taking_sides
contributed	Giving
others	Increment
supported	Taking_sides
finally	Time_vector
clashed	Hostile_encounter
epic	Fame
battles	Hostile_encounter
in	Temporal_collocation
Persians	People_by_origin
defeated	Beat_opponent
punished	Rewards_and_punishments
islands	Natural_features
turned	Becoming
against	Taking_sides
Following	Relative_time
victory	Finish_competition
protection	Protecting
alliance	Alliance
kind	Type
ancient	Temporal_collocation
world	Political_locales
Several	Quantity
islands	Natural_features
Greek	Origin
city-states	Political_locales
agreed	Agree_or_refuse_to_act
together	Collaboration
created	Intentionally_create
plans	Project
held	Containing
on	Locative_relation
island	Natural_features
alliance	Alliance
became	Becoming
known	Being_named
League	Organization
were	Existence
wrangles	Quarreling
league	Organization
controlled	Control
Empire	Political_locales
fifth	Ordinal_numbers
century	Calendric_unit
Later	Relative_time
in	Temporal_collocation
transferred	Transfer
used	Using
construction	Building
many	Quantity
major	Importance
buildings	Buildings
temples	Buildings
Age	Calendric_unit
In	Temporal_collocation
began	Activity_start
war	Hostile_encounter
neighbor	People_by_residence
league	Organization
member	Membership
Although	Concessive
islands	Natural_features
saw	Perception_experience
action	Intentionally_act
war	Hostile_encounter
went	Process_continue
see	Grasp
slowly	Taking_time
losing	Earnings_and_losses
power	Leadership
Before	Time_vector
end	Temporal_subregion
war	Hostile_encounter
in	Temporal_collocation
many	Quantity
islands	Natural_features
already	Time_vector
transferred	Transfer
victors	Finish_competition
led	Leadership
followed	Relative_time
in	Temporal_collocation
son	Kinship
one	Cardinal_numbers
leaders	Leadership
history	Individual_history
rise	Change_position_on_a_scale
power	Leadership
ushered	Sign
period	Frequency
Periods	Frequency
went	Process_continue
conquer	Conquering
east	Direction
became	Becoming
long	Measurable_attributes
routes	Process_continue
became	Becoming
one	Cardinal_numbers
largest	Dimension
in	Locative_relation
empire	Political_locales
Following	Relative_time
death	Death
divided	Separating
generals	Leadership
rule	Leadership
member	Membership
famous	Fame
clan	Kinship
in	Temporal_collocation
swift	Taking_time
successful	Successful_action
raid	Attack
Islands	Natural_features
major	Importance
power	Leadership
change	Undergo_change
brought	Causation
influence	Objective_influence
Greek	Origin
Empire	Political_locales
gradually	Taking_time
absorbed	Soaking_up
Empire	Political_locales
Empire	Political_locales
Coming	Arriving
ruled	Leadership
pagan	People_by_religion
empire	Political_locales
had	Have_associated
important	Importance
influence	Objective_influence
early	Temporal_subregion
development	Progress
In	Temporal_collocation
arrived	Arriving
on	Locative_relation
small	Dimension
island	Natural_features
in	Locative_relation
here	Locative_relation
wrote	Text_creation
become	Becoming
final	Version_sequence
book	Part_ordered_segments
Book	Part_ordered_segments
Emperor	Leadership
made	Cause_change
renamed	Name_conferral
capital	Relational_political_locales
assured	Likelihood
dominant	Dominate_situation
future	Temporal_collocation
Greek	Origin
Empire	Political_locales
had	Possession
cities	Locale_by_use
countryside	Locale_by_use
outlying	Locative_relation
islands	Natural_features
waves	Quantity
invaders	Attack
attempt	Attempt
counter	Thwarting
threat	Commitment
Muslims	People_by_religion
new	Age
force	Military
East	Direction
army	Military
enlisted	Becoming_a_member
men	People
islands	Natural_features
Disease	Medical_conditions
further	Increment
many	Quantity
islands	Natural_features
Empire	Political_locales
weakened	Cause_change_of_strength
end	Temporal_subregion
first	Ordinal_numbers
millennium	Calendric_unit
forces	Military
sent	Causation
Western	Part_orientational
counter	Thwarting
Muslim	People_by_religion
forces	Military
Christian	People_by_religion
matched	Evaluative_comparison
discrimination	Differentiation
slaughtering	Killing
Christians	People_by_religion
Muslims	People_by_religion
soldiers	People_by_vocation
taken	Conquering
forces	Military
in	Temporal_collocation
stripped	Removing
city	Political_locales
many	Quantity
finest	Desirability
buildings	Buildings
large	Dimension
books	Text
manuscripts	Text
transferred	Transfer
monastery	Buildings
at	Locative_relation
before	Time_vector
city	Political_locales
fell	Conquering
While	Relative_time
land	Political_locales
divided	Separating
was	Existence
no	Quantity
control	Be_in_control
seas	Natural_features
so	Causation
pirates	Piracy
raided	Attack
towns	Political_locales
on	Locative_relation
many	Quantity
islands	Natural_features
counter	Thwarting
populations	Aggregate
moved	Motion
homes	Buildings
on	Locative_relation
coast	Relational_natural_features
built	Building
settlements	Locale_by_use
inland	Locative_relation
sight	Range
raiding	Attack
parties	Aggregate
created	Creating
pattern	Pattern
seen	Perception_experience
today	Temporal_collocation
small	Dimension
port	Locale_by_use
serves	Assistance
inland	Locative_relation
settlement	Locale_by_use
making	Causation
easier	Difficulty
protect	Protecting
island	Natural_features
attack	Attack
taken	Conquering
various	Diversity
European	Origin
many	Quantity
had	Have_associated
create	Intentionally_create
fiefdoms	Political_locales
fortified	Cause_change_of_strength
main	Importance
towns	Political_locales
Town	Political_locales
Town	Political_locales
wonderful	Usefulness
examples	Instance
creating	Creating
narrow	Dimension
cul-de-sacs	Roadways
designed	Coming_up_with
confuse	Experiencer_obj
invaders	Attack
control	Be_in_control
eastern	Part_orientational
Islands	Natural_features
considered	Categorization
valuable	Usefulness
trade	Exchange
After	Time_vector
final	Process_end
defeat	Beat_opponent
Muslims	People_by_religion
in	Temporal_collocation
Christian	People_by_religion
forces	Military
forced	Cause_motion
military	Military
force	Military
way	Self_motion
in	Locative_relation
began	Activity_start
process	Process
building	Building
strong	Being_strong
citadels	Buildings
reinforcing	Cause_change_of_strength
Christian	People_by_religion
on	Locative_relation
islands	Natural_features
seen	Perception_experience
last	Ordinal_numbers
Muslim	People_by_religion
force	Military
gaining	Getting
east	Direction
threaten	Commitment
new	Age
bases	Locale_by_use
Coming	Arriving
came	Arriving
east	Direction
taking	Taking
in	Locative_relation
end	Temporal_subregion
13th	Ordinal_numbers
century	Calendric_unit
began	Activity_start
first	Ordinal_numbers
raids	Attack
on	Locative_relation
Islands	Natural_features
In	Temporal_collocation
took	Conquering
made	Cause_change
capital	Relational_political_locales
renaming	Name_conferral
islands	Natural_features
after	Time_vector
unsuccessful	Successful_action
siege	Besieging
in	Temporal_collocation
finally	Time_vector
ejected	Removing
in	Temporal_collocation
In	Temporal_collocation
bolstering	Supporting
hold	Containing
eastern	Part_orientational
Islands	Natural_features
remained	State_continue
another	Increment
more	Increment
last	Ordinal_numbers
fall	Conquering
in	Temporal_collocation
brought	Bringing
new	Familiarity
influences	Objective_influence
islands	Natural_features
controlled	Control
forming	Creating
large	Dimension
empire	Political_locales
stretched	Expansion
eastern	Part_orientational
However	Concessive
growing	Change_position_on_a_scale
on	Locative_relation
Greek	Origin
peninsula	Natural_features
against	Taking_sides
Ottoman	Origin
rule	Leadership
for	Taking_sides
Greek	Origin
state	Political_locales
In	Temporal_collocation
came	Arriving
aid	Assistance
Greeks	People_by_origin
defined	Categorization
boundaries	Boundary
declaring	Statement
war	Hostile_encounter
Empire	Political_locales
several	Quantity
islands	Natural_features
written	Text_creation
Russian	Origin
soldiers	People_by_vocation
seen	Perception_experience
in	Locative_relation
caves	Natural_features
attempt	Attempt
unsuccessful	Successful_action
Greek	Origin
state	Political_locales
continued	Process_continue
19th	Ordinal_numbers
century	Measure_duration
began	Activity_start
grow	Change_position_on_a_scale
Islands	Natural_features
played	Performers_and_roles
part	Performers_and_roles
lay	Being_located
in	Locative_relation
important	Importance
lanes	Roadways
began	Activity_start
Turks	People_by_origin
insurrection	Change_of_leadership
including	Inclusion
massacre	Killing
on	Locative_relation
people	People
slaughtered	Killing
Empire	Political_locales
in	Temporal_collocation
peoples	People
Greek	People_by_origin
achieved	Accomplishment
first	Ordinal_numbers
island	Natural_features
included	Inclusion
new	Age
state	Political_locales
new	Age
enveloped	Adorning
Greek	Origin
peoples	People
commencing	Activity_start
expand	Cause_expansion
unify	Cause_to_amalgamate
disparate	Similarity
populations	Aggregate
disastrous	Catastrophe
decisions	Deciding
beginning	Temporal_subregion
century	Measure_duration
began	Activity_start
sound	Make_noise
death	Death
Empire	Political_locales
lost	Finish_competition
short	Duration_attribute
war	Hostile_encounter
forced	Causation
relinquish	Surrendering_possession
islands	Natural_features
Italians	People_by_origin
islands	Natural_features
northern	Part_orientational
eastern	Part_orientational
territories	Political_locales
Following	Relative_time
debacle	Catastrophe
Ottomans	People_by_origin
War	Hostile_encounter
losing	Earnings_and_losses
more	Increment
territory	Political_locales
defeat	Beat_opponent
Germans	People_by_origin
war	Hostile_encounter
handed	Giving
strip	Shapes
western	Part_orientational
coast	Relational_natural_features
years	Measure_duration
had	Possession
Greek	Origin
population	Aggregate
administer	Leadership
new	Age
influence	Objective_influence
upset	Preventing
grand	Dimension
making	Cause_change
region	Locale
part	Part_whole
In	Temporal_collocation
tired	Biological_urge
Ottoman	People_by_origin
rulers	Leadership
rose	Motion_directional
power	Leadership
wave	Quantity
popular	Desirability
promised	Commitment
modern	Stage_of_progress
state	Political_locales
people	People
became	Becoming
strife	Hostile_encounter
broke	Process_start
in	Locative_relation
Turkish	Origin
cities	Political_locales
considered	Categorization
Greek	People_by_origin
victims	Undergoing
threats	Commitment
had	Being_obligated
leave	Departing
fleeing	Fleeing
to	Goal
islands	Natural_features
offshore	Locative_relation
Thousands	Quantity
people	People
arrived	Arriving
more	Increment
clothes	Clothing
wore	Wearing
putting	Placing
islands	Natural_features
Finally	Time_vector
ousted	Removing
new	Age
territory	Political_locales
in	Locative_relation
became	Becoming
part	Part_whole
new	Age
Turkish	Origin
state	Political_locales
attempted	Attempt
stay	State_continue
War	Hostile_encounter
saw	Categorization
ideal	Usefulness
Italian	Origin
empire	Political_locales
forces	Military
attacks	Attack
bases	Locale_by_use
in	Locative_relation
islands	Natural_features
including	Inclusion
Greek	Origin
naval	Military
vessel	Vehicle
in	Locative_relation
harbor	Locale_by_use
Town	Political_locales
succeeded	Success_or_failure
strengthening	Cause_change_of_strength
population	Aggregate
against	Taking_sides
Later	Time_vector
Germans	People_by_origin
came	Arriving
force	Military
many	Quantity
islands	Natural_features
After	Time_vector
war	Hostile_encounter
in	Temporal_collocation
islands	Natural_features
finally	Time_vector
became	Becoming
part	Part_whole
Greek	Origin
nation	Political_locales
country	Political_locales
fragmented	Cause_to_fragment
arguments	Quarreling
war	Hostile_encounter
struggle	Hostile_encounter
islands	Natural_features
although	Concessive
was	Existence
fighting	Hostile_encounter
on	Locative_relation
after	Time_vector
fighting	Hostile_encounter
stopped	Process_stop
more	Increment
decade	Calendric_unit
later	Time_vector
country	Political_locales
growth	Change_position_on_a_scale
road	Roadways
saw	Causation
decline	Change_position_on_a_scale
importance	Importance
Islands	Natural_features
centuries	Measure_duration
important	Importance
ports	Locale_by_use
routes	Roadways
became	Becoming
backwaters	Isolated_places
new	Age
transport	Bringing
network	Network
economies	Economy
several	Quantity
islands	Natural_features
In	Temporal_collocation
military	Military
power	Leadership
in	Locative_relation
until	Time_vector
regime	Leadership
Many	Quantity
Greek	People_by_origin
chose	Choosing
leave	Departing
poverty	Wealthiness
terror	Fear
many	Quantity
made	Intentionally_create
new	Age
homes	Buildings
in	Locative_relation
expansion	Expansion
travel	Travel
began	Activity_start
age	Calendric_unit
tourism	Touring
Islands	Natural_features
became	Becoming
exciting	Stimulus_focus
northern	Part_orientational
escaping	Avoiding
damp	Being_wet
cool	Temperature
summers	Calendric_unit
In	Temporal_collocation
joined	Becoming_a_member
European	Origin
now	Temporal_collocation
European	Origin
Union	Organization
Since	Time_vector
membership	Membership
country	Political_locales
given	Giving
large	Dimension
develop	Cause_to_make_progress
infrastructure	Infrastructure
protect	Protecting
ancient	Age
Airfields	Locale_by_use
constructed	Building
on	Locative_relation
number	Quantity
islands	Natural_features
road	Roadways
systems	System
expanded	Cause_expansion
improved	Cause_to_make_progress
made	Causation
increasingly	Change_position_on_a_scale
modern	Stage_of_progress
ferry	Vehicle
possible	Likelihood
islands	Natural_features
divorce	Forming_relationships
Greek	Origin
minister	Leadership
subsequent	Relative_time
marriage	Forming_relationships
younger	Age
woman	People
caused	Causation
Greek	Origin
war	Hostile_encounter
Greek	Origin
there	Existence
discussions	Discussion
in	Locative_relation
returning	Arriving
forefathers	Kinship
happen	Event
remains	Left_to_do
seen	Perception_experience
aid	Assistance
after	Time_vector
devastating	Stimulus_focus
earthquake	Moving_in_place
sign	Sign
two	Cardinal_numbers
traditional	Custom
beginning	Process_start
diminish	Change_position_on_a_scale
begins	Process_start
mention	Statement
court	Judicial_body
years	Calendric_unit
ago	Time_vector
been	Existence
human	People
settlements	Locale_by_use
centuries	Measure_duration
probably	Likelihood
millennia	Measure_duration
before	Time_vector
At	Temporal_collocation
beginning	Temporal_subregion
second	Ordinal_numbers
mountain	Natural_features
on	Locative_relation
trade	Exchange
route	Roadways
important	Importance
cities	Political_locales
earliest	Relative_time
name	Being_named
associated	Cognitive_connection
city	Locale_by_use
meant	Linguistic_meaning
city	Political_locales
founded	Intentionally_create
speculate	Coming_to_believe
might	Likelihood
ancient	Temporal_collocation
name	Being_named
resembles	Similarity
words	Simple_name
name	Being_named
city	Political_locales
become	Becoming
of	Partitive
places	Locale
on	Locative_relation
face	Part_orientational
of	Partitive
records	Recording
visited	Arriving
city	Political_locales
blessed	Rite
city	Political_locales
ruler	Leadership
bread	Food
city	Political_locales
mentioned	Statement
city	Political_locales
describes	Statement
soldiers	People_by_vocation
conquered	Conquering
by	Means
discovering	Becoming_aware
tunnel	Roadways
under	Locative_relation
walls	Architectural_part
using	Using
city	Political_locales
surprise	Experiencer_obj
part	Part_whole
of	Partitive
system	System
discovered	Becoming_aware
archaeologists	People_by_vocation
tunnel	Roadways
army	Military
because	Causation
in	Locative_relation
neutral	Partiality
territory	Political_locales
tribes	Aggregate
made	Cause_change
kingdom	Political_locales
brought	Bringing
formidable	Stimulus_focus
soldiers	People_by_vocation
from	Origin
tribes	Aggregate
live	Residence
in	Locative_relation
city	Political_locales
brought	Bringing
tabernacle	Buildings
containing	Containing
received	Receiving
on	Locative_relation
walls	Architectural_part
rested	State_continue
placed	Placing
Temple	Buildings
built	Building
on	Locative_relation
high	Dimension
at	Locative_relation
northern	Part_orientational
city	Political_locales
Temple	Buildings
today	Calendric_unit
known	Being_named
First	Ordinal_numbers
Temple	Buildings
completed	Activity_finish
son	Kinship
According	Attributed_information
tradition	Custom
bought	Commerce_buy
Temple	Buildings
assembled	Gathering_up
building	Building
materials	Ingredients
deemed	Categorization
constructing	Building
Temple	Buildings
because	Causation
man	People
war	Hostile_encounter
on	Locative_relation
hands	Observable_body_parts
At	Locative_relation
Temple	Buildings
addressed	Statement
contain	Containing
House	Buildings
built	Building
site	Locale
Temple	Buildings
became	Becoming
identified	Verification
on	Locative_relation
stood	Being_located
where	Locative_relation
called	Request
sacrifice	Rite
son	Kinship
splendid	Desirability
house	Buildings
worship	Rite
built	Building
palace	Buildings
mansions	Buildings
wives	Personal_relationship
temples	Buildings
married	Forming_relationships
towers	Buildings
defense	Defend
city	Political_locales
flourished	Thriving
empire	Political_locales
controlled	Control
trade	Exchange
routes	Roadways
Temple	Buildings
palace	Buildings
adorned	Adorning
from	Origin
from	Origin
captivated	Experiencer_obj
readers	Reading
years	Calendric_unit
death	Death
empire	Political_locales
kingdom	Political_locales
divided	Separating
two	Cardinal_numbers
nations	Political_locales
at	Locative_relation
north	Part_orientational
ruled	Leadership
northern	Part_orientational
smaller	Dimension
kingdom	Political_locales
continued	Activity_ongoing
rule	Leadership
tells	Telling
rulers	Leadership
kingdoms	Political_locales
aroused	Cause_to_start
fury	Emotion_directed
armies	Military
destroyed	Destroying
moved	Motion
besiege	Besieging
hidden	Eclipse
tunnel	Roadways
city	Political_locales
escaped	Avoiding
destruction	Destroying
end	Process_end
King	Leadership
invaded	Invading
Temple	Buildings
buildings	Buildings
burned	Cause_harm
people	People
city	Political_locales
forced	Cause_motion
known	Being_named
kingdom	Political_locales
overthrown	Change_of_leadership
permitted	Grant_permission
return	Arriving
city	Political_locales
tolerant	Strictness
rule	Leadership
finished	Activity_done_state
of	Partitive
city	Political_locales
still	Continued_state_of_affairs
submitted	Compliance
rule	Leadership
subsequently	Relative_time
rulers	Leadership
led	Leadership
brothers	Kinship
revolution	Change_of_leadership
cleansed	Emptying
sacrifices	Rite
day	Measure_duration
victory	Finish_competition
descendants	Kinship
ruled	Leadership
Commonwealth	Political_locales
grew	Expansion
formidable	Stimulus_focus
wall	Architectural_part
defended	Defend
towers	Buildings
beside	Locative_relation
ruled	Leadership
legions	Aggregate
arrived	Arriving
years	Calendric_unit
installed	Change_of_leadership
scion	Kinship
family	Kinship
kingdom	Political_locales
desert	Biological_area
King	Leadership
reigned	Leadership
fortified	Cause_change_of_strength
wall	Architectural_part
defense	Defend
towers	Buildings
beside	Locative_relation
still	Continued_state_of_affairs
stand	Posture
Several	Quantity
palaces	Buildings
built	Building
system	System
installed	Installing
Temple	Buildings
one	Cardinal_numbers
of	Partitive
important	Importance
Empire	Political_locales
courtyard	Locale_by_use
around	Locative_relation
Temple	Buildings
expanded	Cause_expansion
walls	Architectural_part
made	Building
One	Cardinal_numbers
of	Partitive
walls	Architectural_part
Western	Part_orientational
Wall	Architectural_part
today	Calendric_unit
major	Importance
reminder	Evoking
fortress	Buildings
built	Building
named	Name_conferral
friend	Personal_relationship
accomplishments	Accomplishment
hated	Experiencer_focus
subjects	People_by_jurisdiction
tortured	Cause_harm
ordered	Request
massacre	Killing
infants	People_by_age
attempt	Attempt
heralded	Heralding
born	Being_born
escaped	Avoiding
by	Means
fleeing	Fleeing
with	Accompaniment
infant	People_by_age
returned	Arriving
live	Residence
village	Political_locales
